EIN_YEAR,Organization Name,EIN,Tax Year,Tax End Date,Location (Zipcode),Federate Campaigns,Membership Dues,Fundraising Events,Related Organizations,Government Grants,All Other Contributions,Noncash Contributions,Total,Philanthropic_Total,Ratio,Z-score,Normalized,Total Federate Campaigns,Total Membership Dues,Total Fundraising Events,Total Related Organizations,Total Government Grants,Total All Other Contributions,Total Noncash Contributions,Year Total,Year Philanthropic_Total,
113723093_2017,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2017,08-30-2017,,0,0,0,0,168472.25,61572.91667,0,230045.1667,61572.91667,0.7323442281,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2017,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2017,07-30-2017,,0,0,0,0,168472.25,61572.91667,0,230045.1667,61572.91667,0.7323442281,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2018,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2018,06-30-2019,92123,0,0,0,0,208787.5833,72085,0,280872.5833,72085,0.743353377,#DIV/0!,#DIV/0!,0,0,0,0,2505451,865020,0,3370471,865020,
113723093_2018,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2018,05-30-2019,,0,0,0,0,208787.5833,72085,0,280872.5833,72085,0.743353377,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2018,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2018,04-30-2019,,0,0,0,0,208787.5833,72085,0,280872.5833,72085,0.743353377,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2018,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2018,03-30-2019,,0,0,0,0,208787.5833,72085,0,280872.5833,72085,0.743353377,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2018,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2018,02-28-2019,,0,0,0,0,208787.5833,72085,0,280872.5833,72085,0.743353377,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2018,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2018,01-30-2019,,0,0,0,0,208787.5833,72085,0,280872.5833,72085,0.743353377,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2018,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2018,12-30-2018,,0,0,0,0,208787.5833,72085,0,280872.5833,72085,0.743353377,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2018,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2018,11-30-2018,,0,0,0,0,208787.5833,72085,0,280872.5833,72085,0.743353377,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2018,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2018,10-30-2018,,0,0,0,0,208787.5833,72085,0,280872.5833,72085,0.743353377,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2018,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2018,9-30-2018,,0,0,0,0,208787.5833,72085,0,280872.5833,72085,0.743353377,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2018,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2018,8-30-2018,,0,0,0,0,208787.5833,72085,0,280872.5833,72085,0.743353377,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2018,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2018,7-30-2018,,0,0,0,0,208787.5833,72085,0,280872.5833,72085,0.743353377,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2019,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2019,06-30-2020,92123,0,0,0,0,778723.0833,15186.58333,0,793909.6667,15186.58333,0.9808711445,#DIV/0!,#DIV/0!,0,0,0,0,9344677,182239,0,9526916,182239,
113723093_2019,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2019,05-30-2020,,0,0,0,0,778723.0833,15186.58333,0,793909.6667,15186.58333,0.9808711445,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2019,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2019,04-30-2020,,0,0,0,0,778723.0833,15186.58333,0,793909.6667,15186.58333,0.9808711445,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2019,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2019,03-30-2020,,0,0,0,0,778723.0833,15186.58333,0,793909.6667,15186.58333,0.9808711445,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2019,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2019,02-29-2020,,0,0,0,0,778723.0833,15186.58333,0,793909.6667,15186.58333,0.9808711445,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2019,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2019,01-30-2020,,0,0,0,0,778723.0833,15186.58333,0,793909.6667,15186.58333,0.9808711445,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2019,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2019,12-30-2019,,0,0,0,0,778723.0833,15186.58333,0,793909.6667,15186.58333,0.9808711445,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2019,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2019,11-30-2019,,0,0,0,0,778723.0833,15186.58333,0,793909.6667,15186.58333,0.9808711445,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2019,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2019,10-30-2019,,0,0,0,0,778723.0833,15186.58333,0,793909.6667,15186.58333,0.9808711445,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2019,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2019,09-30-2019,,0,0,0,0,778723.0833,15186.58333,0,793909.6667,15186.58333,0.9808711445,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2019,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2019,08-30-2019,,0,0,0,0,778723.0833,15186.58333,0,793909.6667,15186.58333,0.9808711445,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2019,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2019,07-30-2019,,0,0,0,0,778723.0833,15186.58333,0,793909.6667,15186.58333,0.9808711445,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2020,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2020,06-30-2021,92123,0,0,0,0,6887.256944,15294.58333,0,1502114.083,15294.58333,0.004585042522,#DIV/0!,#DIV/0!,0,0,0,0,17841834,183535,0,18025369,183535,
113723093_2020,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2020,05-30-2021,,0,0,0,0,6887.256944,15294.58333,0,1502114.083,15294.58333,0.004585042522,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2020,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2020,04-30-2021,,0,0,0,0,6887.256944,15294.58333,0,1502114.083,15294.58333,0.004585042522,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2020,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2020,03-30-2021,,0,0,0,0,6887.256944,15294.58333,0,1502114.083,15294.58333,0.004585042522,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2020,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2020,02-28-2021,,0,0,0,0,6887.256944,15294.58333,0,1502114.083,15294.58333,0.004585042522,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2020,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2020,01-30-2021,,0,0,0,0,6887.256944,15294.58333,0,1502114.083,15294.58333,0.004585042522,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2020,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2020,12-30-2020,,0,0,0,0,6887.256944,15294.58333,0,1502114.083,15294.58333,0.004585042522,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2020,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2020,11-30-2020,,0,0,0,0,6887.256944,15294.58333,0,1502114.083,15294.58333,0.004585042522,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2020,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2020,10-30-2020,,0,0,0,0,6887.256944,15294.58333,0,1502114.083,15294.58333,0.004585042522,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2020,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2020,09-30-2020,,0,0,0,0,6887.256944,15294.58333,0,1502114.083,15294.58333,0.004585042522,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2020,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2020,08-30-2020,,0,0,0,0,6887.256944,15294.58333,0,1502114.083,15294.58333,0.004585042522,#DIV/0!,#DIV/0!,,,,,,,,,,
113723093_2020,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2020,07-30-2020,,0,0,0,0,6887.256944,15294.58333,0,1502114.083,15294.58333,0.004585042522,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2013,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2013,06-30-2014,0,0,0,10963,0,185880.5,2507510.083,2112249.25,2704353.583,2518473.083,0.06873380062,#DIV/0!,#DIV/0!,0,0,131556,0,2230566,30090121,25346991,32452243,30221677,
204374795_2013,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2013,05-30-2014,,0,0,10963,0,185880.5,2507510.083,2112249.25,2704353.583,2518473.083,0.06873380062,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2013,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2013,04-30-2014,,0,0,10963,0,185880.5,2507510.083,2112249.25,2704353.583,2518473.083,0.06873380062,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2013,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2013,03-30-2014,,0,0,10963,0,185880.5,2507510.083,2112249.25,2704353.583,2518473.083,0.06873380062,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2013,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2013,02-28-2014,,0,0,10963,0,185880.5,2507510.083,2112249.25,2704353.583,2518473.083,0.06873380062,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2013,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2013,01-30-2014,,0,0,10963,0,185880.5,2507510.083,2112249.25,2704353.583,2518473.083,0.06873380062,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2013,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2013,12-30-2013,,0,0,10963,0,185880.5,2507510.083,2112249.25,2704353.583,2518473.083,0.06873380062,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2013,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2013,11-30-2013,,0,0,10963,0,185880.5,2507510.083,2112249.25,2704353.583,2518473.083,0.06873380062,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2013,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2013,10-30-2013,,0,0,10963,0,185880.5,2507510.083,2112249.25,2704353.583,2518473.083,0.06873380062,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2013,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2013,09-30-2013,,0,0,10963,0,185880.5,2507510.083,2112249.25,2704353.583,2518473.083,0.06873380062,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2013,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2013,08-30-2013,,0,0,10963,0,185880.5,2507510.083,2112249.25,2704353.583,2518473.083,0.06873380062,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2013,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2013,07-30-2013,,0,0,10963,0,185880.5,2507510.083,2112249.25,2704353.583,2518473.083,0.06873380062,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2014,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2014,06-30-2015,92121,0,0,11940.75,0,713937.8333,2005488.917,2086072,2731367.5,2017429.667,0.2613847581,#DIV/0!,#DIV/0!,0,0,143289,0,8567254,24065867,25032864,32776410,24209156,
204374795_2014,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2014,05-30-2015,,0,0,11940.75,0,713937.8333,2005488.917,2086072,2731367.5,2017429.667,0.2613847581,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2014,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2014,04-30-2015,,0,0,11940.75,0,713937.8333,2005488.917,2086072,2731367.5,2017429.667,0.2613847581,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2014,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2014,03-30-2015,,0,0,11940.75,0,713937.8333,2005488.917,2086072,2731367.5,2017429.667,0.2613847581,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2014,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2014,02-28-2015,,0,0,11940.75,0,713937.8333,2005488.917,2086072,2731367.5,2017429.667,0.2613847581,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2014,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2014,01-30-2015,,0,0,11940.75,0,713937.8333,2005488.917,2086072,2731367.5,2017429.667,0.2613847581,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2014,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2014,12-30-2014,,0,0,11940.75,0,713937.8333,2005488.917,2086072,2731367.5,2017429.667,0.2613847581,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2014,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2014,11-30-2014,,0,0,11940.75,0,713937.8333,2005488.917,2086072,2731367.5,2017429.667,0.2613847581,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2014,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2014,10-30-2014,,0,0,11940.75,0,713937.8333,2005488.917,2086072,2731367.5,2017429.667,0.2613847581,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2014,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2014,09-30-2014,,0,0,11940.75,0,713937.8333,2005488.917,2086072,2731367.5,2017429.667,0.2613847581,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2014,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2014,08-30-2014,,0,0,11940.75,0,713937.8333,2005488.917,2086072,2731367.5,2017429.667,0.2613847581,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2014,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2014,07-30-2014,,0,0,11940.75,0,713937.8333,2005488.917,2086072,2731367.5,2017429.667,0.2613847581,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2015,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2015,06-30-2016,92121,0,0,9826.833333,0,181305.9167,2591430.5,2140513.667,2782563.25,2601257.333,0.06515787796,#DIV/0!,#DIV/0!,0,0,117922,0,2175671,31097166,25686164,33390759,31215088,
204374795_2015,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2015,05-30-2016,,0,0,9826.833333,0,181305.9167,2591430.5,2140513.667,2782563.25,2601257.333,0.06515787796,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2015,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2015,04-30-2016,,0,0,9826.833333,0,181305.9167,2591430.5,2140513.667,2782563.25,2601257.333,0.06515787796,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2015,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2015,03-30-2016,,0,0,9826.833333,0,181305.9167,2591430.5,2140513.667,2782563.25,2601257.333,0.06515787796,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2015,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2015,02-29-2016,,0,0,9826.833333,0,181305.9167,2591430.5,2140513.667,2782563.25,2601257.333,0.06515787796,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2015,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2015,01-30-2016,,0,0,9826.833333,0,181305.9167,2591430.5,2140513.667,2782563.25,2601257.333,0.06515787796,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2015,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2015,12-30-2015,,0,0,9826.833333,0,181305.9167,2591430.5,2140513.667,2782563.25,2601257.333,0.06515787796,#DIV/0!,#DIV/0!,,,,,,,,,,
204374795_2015,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,204374795,2015,11-30-2015,,0,0,9826.833333,0,181305.9167,2591430.5,2140513.667,2782563.25,2601257.333,0.06515787796,#DIV/0!,#DIV/0!,,,,,,,,,,
